indicator_id,indicator_title,year,value,unit,geography,disaggregation,source_organization,source_dataset,source_url,retrieval_method,retrieval_date,methodology_variant,validation_status,data_warning
8.a.1,Aid for Trade commitments and disbursements,2016,3728.103343,million constant 2024 USD,United States,"{""flow"":""Commitments""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2016,3443.022206,million constant 2024 USD,United States,"{""flow"":""Disbursements""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2017,3031.440154,million constant 2024 USD,United States,"{""flow"":""Commitments""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2017,3019.066690,million constant 2024 USD,United States,"{""flow"":""Disbursements""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2018,3020.023670,million constant 2024 USD,United States,"{""flow"":""Commitments""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2018,2670.929503,million constant 2024 USD,United States,"{""flow"":""Disbursements""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2019,3243.737581,million constant 2024 USD,United States,"{""flow"":""Commitments""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2019,2474.124992,million constant 2024 USD,United States,"{""flow"":""Disbursements""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2020,2336.673732,million constant 2024 USD,United States,"{""flow"":""Commitments""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2020,2428.942893,million constant 2024 USD,United States,"{""flow"":""Disbursements""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
8.a.1,Aid for Trade commitments and disbursements,2021,2717.352218,million constant 2024 USD,United States,"{""flow"":""Commitments""}",Organisation for Economic Co-operation and Development (OECD),OECD Creditor Reporting System (CRS) Aid for Trade flows,"https://sdmx.oecd.org/dcd-public/rest/data/OECD.DCD.FSD,DSD_CRS@DF_CRS,1.6/USA.DPGC.210%2B220%2B230%2B240%2B250%2B310%2B320%2B331%2B332.100._T._T.C%2BD.Q._T..USD?startPeriod=2002&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_us_donor_aid_for_trade_constant_2024,current_methodology_verified,"The current OECD/UN method uses commitments and gross disbursements in constant 2024 USD. The legacy U.S. archive uses current USD, so archive differences are a price-basis diagnostic and are not validation failures."
