indicator_id,indicator_title,year,value,unit,geography,disaggregation,source_organization,source_dataset,source_url,retrieval_method,retrieval_date,methodology_variant,validation_status,data_warning
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2005,0.2260329969980661396425190352,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2005,0.04556514843794250204309514755,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2006,0.1774684575298456247784674093,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2006,0.04865262935617915670555584884,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2007,0.1564532691824351010735700693,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2007,0.04392725575383289648486589350,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2008,0.1834575269078367556539419721,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2008,0.05715321679631929939001963873,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2009,0.2057764613517950181999857255,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2009,0.06697523374491470987081578760,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2010,0.2026316652545847112520156331,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2010,0.07217155429227363415234086747,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2011,0.2035737247966971922189424967,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2011,0.07573356649333061605516951214,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2012,0.1856088891580126555451270096,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2012,0.06744600199824396742256804626,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2013,0.1817374726085920380370023773,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2013,0.06288288393018024563626535227,percent of GNI,United States,"{""component"":""Least developed countries""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private) | OECD DAC2A: Aid (ODA) disbursements to countries and regions,"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels | https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC2@DF_DAC2A,1.6/USA.LDC.106%2B206.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
17.2.1,"Net official development assistance, total and to least developed countries, as a proportion of OECD Development Assistance Committee donors' gross national income (GNI)",2014,0.1856877552852461959692984425,percent of GNI,United States,"{""component"":""Total ODA""}",Organisation for Economic Co-operation and Development (OECD),OECD DAC1: Flows by provider (ODA+OOF+Private),"https://sdmx.oecd.org/public/rest/data/OECD.DCD.FSD,DSD_DAC1@DF_DAC1,1.7/USA._Z.1%2B5%2B1010..1140.USD.V?startPeriod=2000&endPeriod=2024&dimensionAtObservation=AllDimensions&format=csvfilewithlabels",api,2026-08-12,oecd_net_oda_percent_gni,current_methodology_verified,The canonical calculation uses formal net ODA flows. OECD also publishes post-2018 headline ODA on a grant-equivalent basis; that series is kept only as an audit comparison and is not substituted for net ODA. The archived 2015 zero is a placeholder and is not validation data.
